Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
Vietnam,Hanoi,285.7,245.03,193.26,123.44,12.56,101.7,49,16.2,8,18.05,4/15/2024,5226,Good
France,HCM,177.64,174.76,17.13,95.4,15.37,65.1,invalid,40.2,94,fast,05-11-24,ID_err,Unhealthy
India,HCM,235.92,257.21,115.46,46.98,18.86,34.66,51,-2.9,59,13.13,05-11-24,4659,Good
USA,HCM,261.76,210.01,101.4,118.87,7.28,185.31,234,20.9,39,2.12,07-05-24,3616,Good
France,Beijing,142.4,149.8,error,101.64,17.08,249.7,40,11.7,wet,4.66,07-05-23,ID_err,Moderate
France,Paris,11.97,unknown,175.56,7.65,6.32,66.79,invalid,36.7,37,2.62,10/23/2024,6502,Unhealthy
China,Hanoi,296.11,383.81,30.18,low,18.85,22.61,68,-7.4,100,2.07,2/25/2024,ID_err,Unhealthy
France,Beijing,78.42,42.41,159.65,144.85,2.29,246.72,482,-9.8,37,15.98,11/16/2024,8980,Good
France,Beijing,146.12,314.11,error,low,6.87,160.68,157,10.3,4,3.3,5/13/2024,9955,Good
India,,258.89,386.01,84.02,137.46,14.31,114.59,249,hot,22,16.5,06-11-23,9932,Moderate
France,Paris,130.31,unknown,189.4,121.94,2.42,bad,72,hot,57,1.49,04-12-23,3974,Unhealthy
China,Paris,219.1,273.08,156.22,43.51,14.82,128.17,346,-7.5,66,fast,5/20/2025,6930,Moderate
India,HCM,273.63,342.16,error,99.77,18.58,bad,271,-1.9,11,fast,10/31/2024,8876,Good
Vietnam,HCM,166.58,49.87,75.72,20.22,13,61.26,181,24.8,45,7.97,1/16/2024,3416,Good
France,HCM,113.17,213.93,error,low,3.83,225.31,invalid,12,68,6.75,11-01-25,4306,123
France,Paris,27.88,307.94,60.16,62.66,3.12,192.58,103,0.1,5,8.48,11/19/2024,7561,123
Vietnam,Beijing,275.14,392.68,27.87,116.95,13.87,45.68,26,0.8,48,4.31,4/28/2023,6206,Moderate
India,Paris,162.4,43.9,142.94,27.58,17.56,178.03,353,18.2,68,0.37,11-05-24,2138,Good
India,Beijing,94.58,381.88,27.65,78.9,NaN,85.73,invalid,13,81,6.44,4/14/2024,6141,123
123,Beijing,16.2,46.76,65.86,143.96,16.77,211.24,394,6.6,16,15.57,09-07-23,3607,Good
France,Delhi,210.88,376.51,79.73,69.11,6.39,51.32,172,-2.8,61,11.26,01-06-23,5835,Good
China,Hanoi,high,65.22,128.97,25.71,NaN,248.7,206,16.1,0,12.92,01-11-25,8508,Moderate
India,Beijing,168.15,264.73,150.89,109.45,0.97,115.92,2,26.9,25,9.33,6/17/2024,8017,Unhealthy
123,HCM,299.35,39.99,101.21,64.19,NaN,115.19,241,2.7,37,12.11,10/15/2025,1762,Unhealthy
Vietnam,Paris,285.65,304.44,102.83,126.06,NaN,bad,313,23.6,56,4.91,3/24/2025,1222,Good
India,HCM,high,200.49,error,7.86,19.91,225.59,invalid,-2,wet,7.84,3/14/2025,3115,Good
France,Delhi,179.05,179.09,193.55,138.13,1.22,65.35,217,39,25,12.17,04-06-23,8842,Moderate
China,HCM,129.99,129.42,116.87,115.14,1.12,189.25,56,21.1,80,10.09,01-01-24,7308,Good
Vietnam,HCM,282.98,72.73,9.94,27.27,9.45,93.62,367,5.6,91,19.91,8/29/2025,4208,Moderate
Vietnam,Delhi,80.81,142.47,130.16,53.04,14.47,28.93,381,-8.3,71,17.58,1/29/2025,8355,Unhealthy
France,Paris,high,13.89,72.67,53.25,11.56,87.17,488,8,47,11.54,2/16/2024,1700,Good
Vietnam,Hanoi,25.17,291.67,139.02,129.68,17.45,82.96,87,11.3,35,6.85,03-11-25,ID_err,Moderate
India,HCM,148.78,41.6,46.15,110.47,5.71,172.8,7,16.5,86,5.59,2/17/2023,3197,Moderate
Vietnam,Beijing,188.19,201.4,42.53,104.95,11.04,67.2,14,24.2,15,19.11,05-06-24,6201,Unhealthy
France,HCM,117.65,21.37,101.23,116.96,4.69,85.28,276,6.2,73,10.17,6/14/2024,9777,Good
China,999,56.52,288.04,error,89.54,14.49,42.29,108,40.9,29,9.47,05-02-24,1713,Good
USA,Hanoi,184.35,35.93,19.31,119.17,9.88,196.88,129,5.7,93,fast,1/25/2025,7076,Moderate
China,Hanoi,75.6,253.43,195.22,137.66,5.53,113.64,103,26.6,91,2.31,12-05-25,1822,Unhealthy
India,Delhi,286.59,202.05,7.67,117.22,11.32,64.76,438,10,64,fast,10/20/2023,2554,Unhealthy
India,HCM,179.66,unknown,26.29,low,1.99,215.48,318,28.5,95,17.4,06-02-23,5981,Good
Vietnam,Hanoi,261.18,322.47,error,18.21,6.93,236.7,135,15.8,13,18.68,7/27/2025,3106,Unhealthy
USA,,high,396.89,157.09,20.19,12.94,bad,427,11.8,wet,9.04,4/23/2024,5683,123
China,Delhi,59.24,355.11,102.41,55.62,4.24,bad,313,38.4,84,19.7,12/14/2024,9100,Moderate
France,Hanoi,63.82,215.35,57.13,65.17,18.65,20.88,364,hot,21,17.87,6/19/2025,2308,Good
France,Beijing,261.11,unknown,error,44.03,10.4,17.35,342,31.5,84,3.06,2/22/2024,ID_err,Good
India,HCM,133.9,85.85,102.02,43.27,11,115.37,216,8.2,79,0.41,09-04-23,5148,Good
USA,Paris,73.3,105.18,error,148.68,11.34,17.96,invalid,17.3,wet,7,09-09-25,2103,Unhealthy
China,Hanoi,74.23,356.9,153.25,82.44,NaN,133.74,invalid,20.5,11,5.52,5/19/2024,6270,Good
China,999,high,39.2,error,43.05,13.38,233.05,0,-7.4,18,2.51,11/18/2025,9430,Moderate
India,Paris,103.92,83.54,22.35,72.23,4.19,81.21,31,28.4,33,17.26,1/22/2024,9834,Unhealthy
France,Hanoi,273.66,363.42,error,147.26,2.33,30.46,65,15.2,40,13.24,3/30/2023,3460,Moderate
USA,Delhi,260.17,258.26,142.71,110.42,15.04,26.84,63,-8.1,0,13.2,8/15/2025,3153,Unhealthy
Vietnam,,144.46,100.07,106.28,109.28,12.64,218.04,167,hot,19,18.05,05-05-23,6873,123
123,Beijing,275.31,291.84,140.73,40.51,5.08,49.95,95,hot,37,1.92,05-09-23,4241,Unhealthy
France,Beijing,232.5,275.77,error,83.19,16.13,34.77,29,34.1,46,5.24,10/29/2024,4746,Good
India,Delhi,211.67,315.29,176.46,68.2,5.95,bad,58,35.1,50,14.96,03-08-24,5790,Good
Vietnam,Beijing,8.63,28.3,error,21.55,2.13,bad,408,23.4,99,3.34,6/23/2025,1759,Unhealthy
India,,248.79,unknown,146.1,26.97,15.65,68.74,37,44.5,55,5.15,8/27/2024,1530,Moderate
India,Hanoi,20.56,275.16,error,57.82,13.01,247,115,6.5,28,fast,04-12-25,8403,Good
France,Paris,63.24,66.7,128.99,112.21,17.56,35.45,252,8.5,39,12.14,1/23/2023,6923,Unhealthy
,Delhi,79.74,365.09,154.22,low,2.09,bad,497,24.8,14,15.8,11/23/2025,9432,Good
USA,Paris,50.84,unknown,error,46.53,0.99,129.96,93,38.2,85,14.44,8/13/2025,4805,Unhealthy
USA,Delhi,274.61,199.94,76.72,low,10.64,224.46,240,38.8,53,4.5,8/18/2023,6137,Moderate
USA,Paris,209.51,334.13,197.54,77.58,1.36,33.34,378,hot,93,9.31,09-11-25,3503,Moderate
France,Beijing,202.07,74.03,55.37,58.26,4.44,232.62,180,hot,16,1.78,1/23/2024,4833,Moderate
,,high,244.24,109.62,low,19.62,32.98,265,38.2,100,5.74,9/22/2023,5299,Good
China,HCM,138.73,128.31,128.31,127.76,3.1,126.29,275,20.7,90,14.57,2/19/2024,7934,Moderate
India,,100.01,unknown,39.7,124.75,NaN,164.17,60,13.1,wet,19.95,12-04-25,8526,Good
USA,HCM,162.08,293.73,94.24,low,3.03,49.96,466,-3.7,wet,17.29,05-06-23,5078,Moderate
USA,Delhi,101.38,unknown,6.02,131.07,17.75,191.45,189,15.6,24,2.55,07-02-24,8383,Moderate
India,HCM,high,41.94,178.99,100.75,14.14,44.33,192,-1.1,wet,fast,5/23/2024,3724,Good
India,Beijing,162.85,233,130.59,97.11,18.71,34.06,449,7,77,4.55,02-05-25,3844,Unhealthy
India,999,38.79,351.92,177.8,40.42,NaN,45.34,354,24.7,80,0.98,9/15/2024,ID_err,Moderate
USA,999,160.85,126.36,145.02,63.34,7.81,146.43,invalid,10.1,41,6.76,04-01-24,4826,Good
China,Delhi,high,12.35,91.73,11.16,19.56,229.54,invalid,-5.5,28,2.81,4/30/2025,5924,Good
,Paris,50.08,30.62,131.41,21.5,4.4,176.92,291,24.9,48,3.07,2/18/2024,2117,Moderate
India,HCM,8.47,169.92,86.62,79.04,1.94,174.29,186,hot,69,18.22,12/18/2023,7726,Moderate
,Hanoi,213.24,209.97,106.59,116.48,18.66,34.98,130,-0.6,74,fast,9/21/2024,4226,Good
USA,Delhi,121.09,113.29,197.7,56.45,17.83,147.98,148,6.7,52,14.79,9/30/2025,8629,Moderate
China,Hanoi,22.27,387.21,17.53,22.15,13.37,163.61,240,22.8,wet,17.3,5/25/2025,9683,Unhealthy
123,Delhi,157.83,278.17,25.09,24,7.19,bad,143,23.6,83,2.29,05-11-25,4586,Moderate
India,,34.71,28.37,94.46,low,12.99,193.13,297,-0.5,17,19.08,03-05-24,2487,Moderate
India,Paris,27.79,244.91,139.22,73.67,5.83,248.27,71,5.5,47,0.94,12-03-24,2983,Moderate
China,HCM,95.3,348.01,21.2,37.58,19.87,57.29,199,40.6,wet,fast,11-05-24,2428,Moderate
China,HCM,45.56,26.5,77.6,95.83,14,177.23,429,hot,18,8.51,1/27/2024,7000,Good
Vietnam,,50.19,231.79,153.16,49.91,12.67,169.8,127,15.7,80,8.1,03-05-25,7487,123
India,Hanoi,116.58,166.61,104.83,31.77,5.87,182.09,331,17.6,77,12.14,3/13/2024,7320,Unhealthy
France,Delhi,18.69,292.95,55.45,131.53,1.13,77.04,351,32.4,30,19.41,05-07-24,7054,Moderate
India,Paris,224.45,34.18,162.09,32.3,19.51,240.95,291,28.4,88,fast,8/15/2024,4554,Good
123,Paris,214.1,unknown,113.61,100.24,0.57,150.49,150,42.5,85,14.67,07-10-24,7255,Unhealthy
Vietnam,Paris,12.55,88.31,80.75,94.11,NaN,234.83,291,-7.4,51,fast,11/16/2024,ID_err,Good
USA,Beijing,209.07,351.32,101.43,low,17.32,bad,invalid,hot,54,7.94,2/15/2025,6973,Unhealthy
,Hanoi,22.05,unknown,194.86,15.01,3.57,52.55,241,20.2,66,11.42,12-10-24,7520,Unhealthy
India,Delhi,53.3,18.52,93.72,28.52,3.61,67.94,75,4.3,69,9.28,02-09-24,7002,Unhealthy
USA,Beijing,283.59,254.07,44.16,46.81,15.63,33.37,431,-1.1,94,18.18,08-02-25,2674,Moderate
India,Delhi,105.72,307.56,42.36,109,19.53,236.7,341,39.9,wet,4.33,06-01-23,9646,Moderate
India,999,184.43,111,81.78,54.94,8.8,bad,4,8.3,46,15.08,04-08-24,ID_err,Moderate
USA,Beijing,39.01,220.75,107.61,60.42,0.78,196.37,226,5,12,18.18,11/13/2024,4547,123
Vietnam,Delhi,23.23,59.08,110.7,60.86,NaN,230.19,385,7.9,48,fast,1/19/2023,9867,Moderate
China,Beijing,56.24,38.01,117.71,23.54,15.08,114,invalid,38.1,81,0.5,07-05-24,7656,Unhealthy
USA,Delhi,194.55,399.1,error,50.12,5.66,21.45,319,-7.9,0,fast,02-05-25,ID_err,Good
China,Paris,64.97,285.86,42.92,119.85,12.02,110.24,56,-2.7,21,19.25,9/21/2024,9171,Unhealthy
India,Hanoi,194.56,100.43,180.89,76.66,0.75,bad,171,6.3,99,9.79,2/24/2025,2095,Moderate
China,Beijing,207.34,15.05,119.26,6.17,11.8,249,invalid,36.3,85,13.87,12/14/2023,ID_err,Unhealthy
India,Delhi,236.69,334.49,82.9,14.46,6.81,37.65,437,hot,wet,16.8,05-12-25,8230,Unhealthy
USA,Beijing,194.97,367.21,83.34,89.11,2.71,60.92,493,14.5,64,5.86,7/21/2023,5507,Good
France,Paris,264.34,361.05,59.87,86.47,NaN,139.81,310,39.4,3,8.66,09-12-24,ID_err,Good
China,Beijing,75.65,182.48,167.82,6.11,12.29,109.7,354,37.9,64,14.82,06-07-25,2384,123
India,999,194.83,313.21,72.15,126.41,12.66,165.28,146,11.9,86,0.62,2/19/2025,9351,Unhealthy
India,Hanoi,169.46,unknown,147.37,55.67,NaN,201.12,479,-1,73,7.89,11-02-24,4228,Unhealthy
France,Paris,287.37,30.15,15.39,69.34,19.7,64.05,481,1,40,5.32,6/19/2023,9677,Good
India,Beijing,135.65,32.94,181.28,23.63,0.92,55.75,152,8.3,65,11.14,8/16/2023,5153,Good
China,Beijing,294.5,76.48,142.03,low,NaN,99.27,411,23,50,5.66,4/13/2024,4564,Unhealthy
USA,,162.35,389.92,56.22,68.35,7.06,183.02,invalid,14.1,47,9.98,11/29/2025,5253,Good
USA,Paris,144.37,92.01,90.7,108.23,4,236.55,218,10,90,14.92,9/20/2024,6819,Unhealthy
France,HCM,101.19,348.5,error,36.14,7.59,72.22,149,-2.8,36,3.91,1/24/2025,8944,Moderate
Vietnam,Delhi,125.23,273.08,78.99,140.14,1.23,138.83,213,hot,97,fast,11-01-24,9907,Moderate
Vietnam,Paris,66.06,56.3,65.69,28.73,1.39,239.33,invalid,17,30,3.04,12/30/2023,9390,123
Vietnam,Hanoi,264.43,58.4,57.94,43.4,NaN,143.06,invalid,-2.4,wet,17.06,03-05-24,7431,Unhealthy
France,Paris,242.88,unknown,79.63,17.88,NaN,94.02,327,0.6,75,10.28,08-10-23,9259,Good
India,HCM,65.71,10.75,45.01,74.09,16.42,242.77,invalid,hot,49,2.55,6/30/2023,9951,Unhealthy
China,Hanoi,high,88.8,28.4,low,15.86,122.43,486,32.5,98,14.41,06-03-25,8238,Moderate
India,Beijing,256.44,388.96,error,96.01,6.81,27.28,178,-9.6,14,8.77,2/14/2023,4302,Unhealthy
USA,Beijing,48.29,383.12,153.18,71.79,9.49,bad,280,21,wet,14.26,3/13/2023,4762,Unhealthy
Vietnam,Beijing,6.75,unknown,129.1,low,NaN,bad,300,41.5,6,fast,02-03-25,8191,Good
China,HCM,high,306,165.88,144.99,13.77,123.44,374,7.7,wet,0.9,07-06-23,4788,Moderate
Vietnam,Beijing,292.28,382.4,160.87,12.02,11.5,202.15,245,35.1,wet,17.52,07-03-24,ID_err,Unhealthy
China,Delhi,9.15,unknown,197.02,27.77,8.14,51.96,308,44.8,58,11.75,4/20/2024,5910,Good
India,HCM,high,24.19,112.21,115.83,2.71,27.98,309,7.9,72,fast,2/22/2024,4376,Good
India,HCM,254.3,367.78,35.22,60.55,11.33,132.22,233,22.3,80,13.45,2/23/2024,7493,Good
USA,Hanoi,294.58,188.17,100.12,9.07,4.72,170.58,116,43.6,40,16.87,05-03-24,5473,Unhealthy
Vietnam,Paris,149.13,325.85,15.89,121.37,15.88,bad,invalid,23.1,65,13.12,01-10-25,3579,Good
France,Delhi,86.88,349.99,105.34,96.66,15.74,233.69,invalid,24.2,96,9.39,8/27/2024,4046,Unhealthy
China,Beijing,46.77,189.92,175.95,21.89,13.11,215.71,0,8.6,41,14.9,3/13/2024,2502,Unhealthy
China,Hanoi,16.18,300.72,71.24,110.6,15.72,bad,459,-5.1,54,18.4,05-02-23,5887,Good
India,Paris,225.89,unknown,115.16,low,0.87,57.58,88,12.6,19,4.54,01-02-24,7561,123
,Hanoi,235.43,288.44,110.41,36.56,11.63,bad,200,33.6,wet,8.23,8/29/2025,ID_err,Moderate
India,Paris,179.64,209.56,73.76,126.8,19.11,169.61,467,6.3,35,4.32,01-08-25,6466,Unhealthy
France,Paris,166.79,78.65,error,24.31,18.5,111.92,34,23.8,50,18.92,5/26/2024,ID_err,123
Vietnam,Hanoi,139.72,87.65,184.68,32.67,8.91,190.8,385,13.6,11,4.97,12/17/2024,5634,Moderate
USA,Delhi,40.9,357.22,error,43.55,13.24,82.04,199,13,87,5.64,2/22/2023,2444,Good
China,Paris,56.07,157.74,87.8,low,14.46,86.51,497,14.8,54,14.14,6/21/2025,4055,123
China,Beijing,74.54,300.67,75.35,61.08,8.55,149.74,347,37.5,77,15.85,1/28/2023,4191,Moderate
,Delhi,high,unknown,66.8,8.11,0.47,127.75,296,hot,30,2.35,7/16/2024,1121,Good
India,Beijing,250.18,132.73,155.48,77.12,NaN,154.75,389,hot,59,17.53,10/20/2024,6133,123
China,HCM,279.65,246.99,45.17,89.81,1.12,168.75,497,41.5,6,8.32,3/19/2023,8948,Good
China,Paris,275.66,258.09,108.6,48.65,17.52,19.68,138,29.1,26,6.73,8/15/2023,7733,123
USA,Delhi,57.76,unknown,174.89,92.86,8.95,50.51,122,5,100,fast,12/14/2023,4043,Good
China,HCM,293.51,21.12,164.53,low,4.09,130.36,486,24.8,85,16.81,10-03-23,9568,Unhealthy
Vietnam,Hanoi,225.98,278.43,71.77,101.35,0.5,39.79,441,-1.4,13,8.49,02-10-23,1980,123
China,HCM,16,unknown,error,22.19,9.37,32.67,327,21.7,32,14.99,03-09-24,3213,Unhealthy
India,Hanoi,122.62,87.24,152.96,111.92,NaN,127.53,313,-6.9,63,15.49,5/17/2023,5703,Moderate
France,Delhi,205.57,355.59,142.3,18.96,14.57,35.64,114,10.7,90,3.46,2/21/2025,6587,123
France,Paris,129.98,151.21,47.36,47.69,17.77,89.68,44,18.3,wet,18.48,9/19/2024,ID_err,Unhealthy
123,Delhi,205.09,398.31,120.22,137.3,5.81,52.47,372,hot,94,fast,08-06-24,6881,Unhealthy
France,HCM,high,unknown,81.88,138.23,8.03,132.39,18,29.3,wet,2.17,5/30/2023,3324,Good
USA,Delhi,285.05,unknown,171.43,60.74,10.96,164.91,247,22.5,2,19.83,3/29/2025,7721,Good
China,Paris,75.59,149.6,117.53,41.04,19.75,133.97,291,hot,54,16.94,04-03-25,4394,123
Vietnam,Hanoi,198.08,326.92,78.85,67.28,12.11,72.32,25,42.9,49,4.38,11/25/2023,8939,Unhealthy
Vietnam,Beijing,194.57,130.18,193.94,140.54,3.47,38.04,15,38.6,44,17.65,12/18/2025,3916,Moderate
India,HCM,80.48,unknown,188.23,84.5,14.11,45.53,402,15.6,94,8.3,5/14/2023,9940,Good
,Beijing,127.74,374.37,199.21,49.06,1.18,bad,97,5,41,19.76,10/30/2025,4151,Unhealthy
USA,HCM,153.16,unknown,98.87,15.77,4.79,97.91,381,-4,37,16.09,04-05-24,5322,Moderate
China,Delhi,35.07,392.64,190.09,28.76,2.73,39.08,500,hot,99,15.62,5/25/2024,ID_err,123
India,HCM,141.19,229.54,33.58,86.78,10.59,134.17,433,3.1,37,14.69,5/30/2024,ID_err,Moderate
Vietnam,999,153.83,42.16,84.24,15.21,13.76,113.46,177,8.9,78,6.07,7/20/2024,4449,Moderate
USA,Hanoi,177.91,260.75,error,125.17,19.93,bad,invalid,9.9,83,13.38,11/22/2025,6525,Good
China,999,268.82,215.72,85.99,47.56,16.71,86.03,491,39.2,33,12.53,4/24/2024,2727,Unhealthy
Vietnam,HCM,111.72,94.82,16.05,15.82,0.92,23.26,118,22.9,37,fast,11/18/2025,2055,123
USA,Hanoi,101.07,370.52,error,129.92,6.77,247.98,488,44.4,wet,11.51,3/27/2025,7492,Unhealthy
India,Beijing,113.99,233.58,22.96,133.09,0.65,42.55,invalid,44,49,3.76,3/24/2025,7771,Moderate
France,Beijing,133.55,17.14,130.72,low,NaN,103.21,380,22.6,79,1.69,3/21/2024,8325,Moderate
Vietnam,Hanoi,7.64,215.16,39.09,31.02,1.16,212.53,388,6.6,39,8.3,5/30/2023,1182,Moderate
Vietnam,Hanoi,199.48,unknown,120.02,31.99,5.77,235.5,489,3.3,67,fast,2/22/2024,6940,Moderate
123,Paris,187.97,331.64,135.62,126.35,17.33,33.97,324,-8.5,wet,12.61,10-05-25,2170,Moderate
123,Paris,high,153.95,28.23,95.99,12.3,129.77,108,23,10,14.64,01-01-25,8972,Unhealthy
Vietnam,Delhi,243.79,276.25,29.89,37.5,12.62,202.89,62,3.1,32,5.2,11/24/2025,2960,Good
India,Delhi,83.57,272.77,106.94,88.3,8.06,145.02,47,hot,30,7.36,07-06-24,1467,Good
France,HCM,206.19,56.01,137.64,50.5,8.01,167.69,261,30,wet,5.71,12-02-23,ID_err,Moderate
Vietnam,Beijing,280.86,204.42,167.65,60.3,7.12,172.74,326,19.5,34,8.23,2/16/2023,7738,123
France,Paris,83.8,185.73,18.81,74.55,6.71,148.53,339,6.9,92,fast,11/28/2025,4056,Good
Vietnam,Hanoi,86.91,89.92,112.57,low,15.46,48.95,379,13.9,97,14.29,8/15/2025,1143,Unhealthy
India,HCM,94.2,168.7,149.25,107.08,19.98,244.88,93,32.3,53,11.12,12/20/2025,6618,Unhealthy
France,Paris,217.02,156.48,error,148.82,0.67,bad,112,hot,75,5.52,07-01-25,3752,123
France,HCM,120.79,146.41,91.79,130.61,16.47,50.08,347,hot,18,14.82,8/21/2024,1512,Good
India,Paris,223.87,126.73,50.52,21.9,3.92,173.38,invalid,hot,77,0.96,04-10-24,4302,Unhealthy
Vietnam,,high,unknown,107.06,66.31,NaN,109.52,491,24.6,64,6.5,4/27/2023,4300,Good
France,Paris,159.77,181.09,92.41,87.91,15.77,200.11,invalid,hot,wet,17.89,11/29/2023,6343,Good
India,Beijing,167.27,322.44,194.91,31.37,10.31,bad,467,21,57,16.43,8/19/2025,6700,Unhealthy
France,,212.19,299.54,error,47.15,19.79,bad,310,-7.4,55,11.22,10/16/2023,1276,Unhealthy
France,Hanoi,72.13,341.33,18.57,40.78,NaN,40.91,52,13.6,60,16.95,6/18/2023,2190,Moderate
Vietnam,Hanoi,225.84,336.34,179.49,41.81,19.35,38.31,75,44,9,12.36,3/28/2024,1591,Unhealthy
123,Hanoi,48.97,166.73,152.93,65.76,0.13,244.71,99,-7.6,16,3.05,3/17/2025,ID_err,Unhealthy
China,Delhi,12.61,385.68,74.08,91.1,17.31,bad,424,38.8,90,13.62,11-08-24,9080,Good
China,HCM,high,unknown,9.02,low,0.82,90.73,298,6.2,99,10.41,06-02-23,ID_err,Unhealthy
USA,Beijing,165.03,190.61,162.47,38.02,12.18,64.77,484,23.8,86,4.4,8/27/2024,9922,Unhealthy
USA,Delhi,286.28,52.37,179.88,46.6,14.2,225.74,invalid,17.5,9,5.13,06-06-23,4151,123
China,HCM,140.01,96.32,170.08,50.5,16.82,43.73,214,27.1,4,3.61,7/29/2023,9878,Unhealthy
Vietnam,Hanoi,192.13,305.09,110.28,50.39,6.42,167.7,63,hot,83,17.83,2/24/2024,2477,Unhealthy
,Hanoi,124.31,166.1,58.22,36.97,3.53,bad,363,21.7,69,3.99,10/13/2024,5245,Unhealthy
India,Paris,67.98,unknown,61.93,34.66,19.73,88.73,387,-5.4,35,0.81,3/16/2024,6830,Unhealthy
India,Beijing,267.32,85.55,130.57,124.01,18.21,166.37,390,-8.1,73,3.71,12-02-24,8679,Good
France,Paris,high,375.04,34.31,59.11,NaN,152.26,229,36.7,69,4.74,1/31/2025,3872,Good
Vietnam,Paris,231.69,48.62,149.63,36.46,3.81,22.47,391,-6.7,40,10.67,10-03-24,6604,Good
India,Beijing,65.77,287.49,118.92,low,5.51,83.25,412,39.8,78,13.84,1/22/2024,6134,Unhealthy
123,HCM,106.58,16.85,70.7,131.61,NaN,68.77,121,4.3,52,7.41,1/20/2023,7873,Unhealthy
Vietnam,Paris,251.26,202.24,196.2,35.02,6.71,155.94,396,-3.4,30,2.84,1/30/2023,8191,Good
Vietnam,HCM,high,327.05,14.7,98.27,0.12,93.05,241,17.1,35,4.34,3/25/2024,3356,Moderate
Vietnam,Paris,197.36,63.67,49.26,low,5.63,bad,180,31.2,37,9.24,2/25/2023,7315,Good
India,Paris,267.35,330.84,192.31,49.15,NaN,185.07,333,27.6,34,14.82,05-02-23,4519,Moderate
Vietnam,HCM,119.53,385.63,105.84,120.08,9.46,44.96,420,30.5,38,3.98,9/30/2024,6749,Unhealthy
Vietnam,Paris,40.71,370.31,86.97,142.81,7.22,bad,375,38.5,38,fast,12/28/2023,9393,Moderate
India,HCM,96,245.9,135.54,8.15,18.02,246.79,197,25.2,72,13.75,03-07-24,8342,Unhealthy
USA,Hanoi,41.2,26.25,48.68,low,7.27,106.26,272,11.4,41,19.39,06-10-23,7648,Moderate
France,999,80.46,383.81,160.6,104.61,0.43,181.85,432,43.8,88,8.02,2/28/2025,2636,Moderate
France,Paris,171.68,170.69,150.03,50.86,13.65,bad,368,-8.3,71,3.88,02-06-25,8773,Good
China,Delhi,166.59,230.18,162.26,113.95,16.92,224.3,108,39.2,52,8.94,05-05-25,1668,Good
Vietnam,Delhi,197.62,42.82,125.28,25.33,15.34,168.94,244,1,66,4.62,12-03-24,4179,Good
Vietnam,Paris,high,201.76,24.95,9.7,18,90.92,229,-9.9,90,15.74,1/30/2024,7426,Unhealthy
China,Delhi,high,29.98,48.84,122.65,15.13,181.22,334,10.6,wet,15.22,10-10-23,3144,Moderate
France,Hanoi,86.99,172.76,171.88,118.02,NaN,13.56,77,39.6,51,3.09,7/19/2023,8038,Moderate
Vietnam,Beijing,162.35,141.51,164.6,75.11,16.06,91.5,60,11.3,8,19.15,12/15/2025,3295,Moderate
123,Paris,45.12,317.78,151.63,low,10.06,134.54,192,hot,61,11.58,3/31/2024,8295,123
USA,Beijing,high,369.19,149.68,123.25,4.84,14.71,122,41.6,74,3.57,07-07-24,7975,Good
India,,19.7,58.85,error,70.24,NaN,223.23,123,hot,17,3.41,02-02-23,7870,Unhealthy
Vietnam,Hanoi,high,95.15,17.23,27.37,1.64,249.97,156,43.9,71,5.09,02-09-25,2598,Good
France,Beijing,11.29,320.16,137.01,27.48,0.52,167.1,455,38,77,17.77,12-01-23,7184,Moderate
USA,Paris,221.53,unknown,187.8,145.24,18.82,45.7,292,28.6,33,8.52,12/19/2023,9009,Moderate
USA,Delhi,81.14,70.87,error,139.37,16.05,bad,435,37,60,15.31,12-01-25,4644,Good
India,Paris,high,88.23,131.18,29.46,5.78,216.16,138,18.4,34,5.9,05-09-25,5093,123
France,Delhi,9.2,377.7,error,43.27,2.19,44.12,4,10.5,62,19.39,11-10-24,9292,123
China,Delhi,34.26,unknown,66.46,131.31,12.06,140.99,invalid,hot,wet,fast,3/16/2024,8072,Moderate
France,Paris,40.46,47.26,123.08,142.08,16.07,136.25,24,12.9,12,0.19,04-06-24,3672,123
123,HCM,132.59,175.64,44.43,45.95,1.55,210.79,326,-3.1,62,fast,01-04-23,3382,Good
India,,44.08,309.79,94.35,121.78,6.87,230.25,86,30.1,92,14.14,8/25/2023,5069,Good
China,HCM,151.73,338.66,38.59,137.52,6.26,200.86,354,23.1,86,8.17,8/26/2023,6028,Unhealthy
123,Beijing,247.07,29.6,127.6,44.75,16.08,74.72,27,20.9,65,13.48,03-01-24,5510,Good
France,Delhi,292.11,148.02,157.14,128.4,17.07,214.62,313,20.1,40,19.42,6/18/2024,5884,Unhealthy
Vietnam,Delhi,237.92,108.7,113.77,117.8,16.22,79.14,396,3,28,9.03,7/24/2025,3636,Moderate
Vietnam,HCM,15.89,342.42,154,20.42,12.86,31.89,162,17.3,76,fast,3/14/2024,5858,123
China,Delhi,136.79,30.56,124.63,16.24,11.79,99.69,155,-9.6,2,1.78,12-01-24,ID_err,Good
USA,Beijing,204.92,376.62,13.2,129.44,17.02,133.63,236,19.7,54,7.05,8/23/2024,2356,Unhealthy
France,Hanoi,264.77,27.82,67.27,55.61,16.22,211.01,invalid,11.8,99,2.72,8/13/2025,6990,Moderate
France,HCM,271.94,214.22,59.3,117.44,18.78,137.62,31,hot,33,2.29,11-02-25,5104,123
Vietnam,Beijing,101.27,383.6,128.23,82.6,NaN,61.71,355,22.7,89,18.95,12-03-24,8316,Unhealthy
